,Date,Price,Open,High,Low,Change %,diff_1,label,sma,ema,cma,macd,macd_s,macd_h,roc,rsi,Bollinger_up,Bollinger_down,cci
0,2013-01-01,1.3205,1.3194,1.322,1.318,0.07%,,,,1.3205,1.3205,,,,,,,,
1,2013-01-02,1.3186,1.3205,1.3302,1.3157,-0.14%,-0.0019,0.0,,1.3189562499999998,1.31955,,,,,0.0,,,
2,2013-01-03,1.3048,1.3187,1.3192,1.3046,-1.05%,-0.0138,1.0,,1.3079313364055298,1.3146333333333333,,,,,0.0,,,
3,2013-01-04,1.3069,1.3048,1.3091,1.2999,0.16%,0.0020999999999999,2.0,,1.3071357443820222,1.3127,,,,,13.559662515066208,,,
4,2013-01-07,1.3117,1.3072,1.3121,1.3018,0.37%,0.0048000000000001,2.0,,1.3106490095674437,1.3125,,,,,36.32938643702945,,,
5,2013-01-08,1.3083,1.3116,1.3142,1.3058,-0.26%,-0.0034,1.0,,1.3088418061863873,1.3118,,,,-0.009238924649753873,29.893557414897245,,,
6,2013-01-09,1.3064,1.3081,1.3096,1.3037,-0.15%,-0.0019,0.0,,1.3069634282674383,1.3110285714285712,,,,-0.009252237221295305,26.828963594514533,,,
7,2013-01-10,1.3271,1.3065,1.3273,1.3039,1.58%,0.0206999999999999,2.0,,1.3224532234168471,1.3130375,,,,0.01709074187614959,68.0297706934255,,,
8,2013-01-11,1.3344,1.3272,1.3366,1.3248,0.55%,0.0073,2.0,,1.3316430686149958,1.315411111111111,,,,0.02104216083862582,73.9893783618424,,,
9,2013-01-14,1.3383,1.334,1.3404,1.3334,0.29%,0.0039,2.0,,1.336763787258359,1.3176999999999999,,,,0.020279027216589127,76.67022584601963,,,
10,2013-01-15,1.3304,1.3382,1.3394,1.3268,-0.59%,-0.0079,1.0,,1.3318685658065197,1.3188545454545455,,,,0.016892150118474364,61.786121646591425,,,
11,2013-01-16,1.329,1.3304,1.3325,1.3257,-0.11%,-0.0014,0.0,,1.3296619766742481,1.3196999999999999,,,,0.0172994488671157,59.42711346962953,,,
12,2013-01-17,1.3377,1.3291,1.339,1.3271,0.65%,0.0086999999999999,2.0,,1.3358450715727586,1.3210846153846154,,,,0.00798734081832563,68.14727022662888,,,
13,2013-01-18,1.3319,1.3377,1.3403,1.3281,-0.43%,-0.0057999999999998,1.0,,1.332810401128489,1.3218571428571428,,,,-0.0018735011990407273,58.479072775059265,,,
14,2013-01-21,1.3314,1.3321,1.3333,1.33,-0.04%,-0.0005000000000001,0.0,,1.3317254771831932,1.3224933333333333,,,,-0.005155794664873443,57.66530302234417,,,
15,2013-01-22,1.3321,1.3312,1.3373,1.3268,0.05%,0.0007000000000001,0.0,,1.3320135716576786,1.32309375,,,,0.0012778111846061596,58.5960230638528,,,
16,2013-01-23,1.3318,1.3321,1.3356,1.3265,-0.02%,-0.0002999999999999,0.0,,1.3318492857671542,1.3236058823529413,,,,0.002106847253574218,57.965841237164504,,,
