Date,Open,High,Low,Price,Volume,Complete,Bid_c,Ask_c,sma,ema,cma,macd,macd_s,macd_h,roc,rsi,Bollinger_up,Bollinger_down,cci,Momentum,Bollinger,price_sma,price_ema
2020-02-06 22:00:00,1.09822,1.0985,1.0942,1.09463,55337,True,1.09433,1.09493,,1.0955976657233737,1.1037473333333334,,,,-0.013357970165397318,23.682142582373686,,,,98.96570741453976,,,-0.0009676657233737007
2020-02-09 22:00:00,1.0945,1.09576,1.09078,1.09107,39485,True,1.09097,1.09117,,1.0921148459359378,1.102955,,,,-0.01356152865551016,19.274431185200413,,,,98.78943174821629,,,-0.0010448459359377882
2020-02-10 22:00:00,1.09107,1.09249,1.08914,1.09153,43638,True,1.09146,1.0916,,1.091664964446748,1.1022829411764707,,,,-0.011689181847814456,21.454006774529603,,,,99.24172856792165,,,-0.00013496444674809815
2020-02-11 22:00:00,1.09154,1.09256,1.08654,1.08734,44921,True,1.08719,1.08748,,1.0883380687184687,1.1014527777777776,,,,-0.011392255448371108,16.711734825559176,,,,99.01471552414948,,,-0.0009980687184687476
2020-02-12 22:00:00,1.08737,1.08889,1.0834,1.084,46598,True,1.08388,1.08413,,1.0850010927811824,1.1005342105263156,,,,-0.012894295913163793,13.888139454914338,,,,99.02889560856181,,,-0.0010010927811823223
2020-02-13 22:00:00,1.08408,1.08612,1.08273,1.0831,40667,True,1.08292,1.08327,1.0996625,1.0835387137187342,1.0996625,,,,-0.010533239542128427,13.194979303235499,1.11641019536384,1.08291480463616,-135.5672515288627,99.26952441181592,-0.49447101945024236,-0.016562500000000036,-0.0004387137187342738
2020-02-16 22:00:00,1.0842,1.08511,1.08293,1.08351,24244,True,1.08312,1.0839,1.098363,1.0835166262427849,1.0988933333333333,,,,-0.006928977975748587,15.414079207704916,1.1159108774844855,1.0808151225155145,-118.85512445154691,99.26525152767218,-0.42321357705887513,-0.014853000000000005,-6.626242784912861e-06
2020-02-17 22:00:00,1.08355,1.08375,1.07855,1.07916,51028,True,1.07905,1.07927,1.0969099999999998,1.0801653752867966,1.0979963636363637,,,,-0.011332716462213585,11.73996843476688,1.1157836998855124,1.0780363001144873,-125.9132609434831,99.2477054095315,-0.4702310651242475,-0.017749999999999932,-0.0010053752867966725
2020-02-18 22:00:00,1.07923,1.08118,1.07822,1.08064,46917,True,1.08047,1.0808,1.095474,1.08053047122003,1.0972417391304348,,,,-0.00616182610774912,19.29212424746632,1.1147257782090514,1.0762222217909487,-113.98359273648191,99.69003690036901,-0.38526311281276154,-0.014834000000000014,0.00010952877996994737
2020-02-19 22:00:00,1.08056,1.08212,1.0778,1.07848,61577,True,1.0783,1.07866,1.0941165,1.078953185666161,1.09646,,,,-0.005092250922509196,16.862354986683485,1.1141653490547718,1.074067650945228,-104.51654980281431,99.573446588496,-0.38996004102984005,-0.01563649999999983,-0.0004731856661608358
2020-02-20 22:00:00,1.07848,1.08636,1.07848,1.08474,62556,True,1.08459,1.08488,1.0932275,1.0834045813075757,1.0959912,,,,0.0015141722832610893,41.50040495865879,1.1132841890010337,1.0731708109989664,-71.047530438352,100.11351994905446,-0.2115877650484228,-0.008487499999999981,0.0013354186924243727
2020-02-23 22:00:00,1.08149,1.08721,1.08051,1.08542,81578,True,1.08515,1.0857,1.0924045,1.0849549033786714,1.0955846153846154,-0.006453503366237401,,,0.001762789452797001,43.59550523004578,1.1123165745965058,1.0724924254034942,-56.85975201436969,100.580080803588,-0.17538353339700732,-0.006984499999999949,0.00046509662132865337
2020-02-24 22:00:00,1.08528,1.08904,1.08302,1.08813,89605,True,1.08799,1.08827,1.0917005,1.0873972853950782,1.0953085185185185,-0.0058404881797464725,,,0.00831202046035819,51.57112780047878,1.111142950002642,1.072258049997358,-36.086013999915494,100.69310778797748,-0.09182227547234871,-0.003570499999999921,0.000732714604921858
2020-02-25 22:00:00,1.08813,1.0909,1.08551,1.08804,94587,True,1.08794,1.08814,1.091047,1.0878916812450181,1.0950489285714284,-0.005300826843552597,,,0.0068477938999110255,51.29320012150087,1.110030990041472,1.0720630099585282,-22.10341367039125,100.88643275721383,-0.07919831377469112,-0.003007000000000204,0.00014831875498177993
2020-02-26 22:00:00,1.08833,1.10066,1.08791,1.1001,120016,True,1.09996,1.10024,1.090894,1.0972826956719273,1.0952231034482758,-0.0038555556901980204,,,0.020046732438246395,73.43151797558693,1.1095127527424415,1.0722752472575585,39.52697698757403,101.41600752253996,0.24722386422305662,0.009206000000000047,0.0028173043280728116
2020-02-27 22:00:00,1.09998,1.10532,1.0951,1.10277,154999,True,1.10227,1.10327,1.09056,1.1015036990012141,1.0954746666666668,-0.002466291331413517,,,0.016621494551689795,76.19544715138525,1.1079781296959583,1.0731418703040416,81.9341035483246,101.59845958246576,0.35049687346263203,0.012210000000000054,0.0012663009987858853
2020-03-01 22:00:00,1.10446,1.11848,1.10364,1.11327,175716,True,1.11315,1.11339,1.0909200000000001,1.110554699769511,1.0960487096774194,-0.00051212362773434,,,0.02565827053122287,83.8289555012663,1.1099141841514426,1.0719258158485576,153.28715426654918,102.31038570759009,0.5883379834006327,0.02234999999999987,0.0027153002304889373
2020-03-02 22:00:00,1.11334,1.12139,1.10954,1.11728,168508,True,1.11692,1.11764,1.0915620000000001,1.115728007639118,1.0967121875,0.0013446416515328075,,,0.026789078510839705,85.83113172638002,1.1131686087355837,1.0699553912644166,159.64122960339472,102.68740119848536,0.5951419844439869,0.025717999999999908,0.001551992360881993
2020-03-03 22:00:00,1.11728,1.11876,1.10955,1.11356,108592,True,1.11321,1.11391,1.0922465,1.1140603094551813,1.0972227272727273,0.0024872965951006076,,,0.02345502003602828,75.78714257624532,1.1157458153539677,1.0687471846460321,129.51654496264223,101.22352513407873,0.4534919353810346,0.021313500000000207,-0.0005003094551812026
2020-03-04 22:00:00,1.11362,1.1245,1.11196,1.12362,109486,True,1.12355,1.1237,1.0935194999999998,1.1214139175665805,1.0979991176470587,0.004156700934419,-0.0007113379886449168,0.004868038923063917,0.021379874556858452,82.26351592396526,1.1208188198103033,1.0662201801896962,139.74876573790704,101.8906934356212,0.5513049447598238,0.030100500000000308,0.002206082433419576
2020-03-05 22:00:00,1.12399,1.13548,1.12116,1.12839,197876,True,1.12796,1.12882,1.0952075000000001,1.126780134823057,1.0988674285714286,0.005797781816398562,0.000590485972363779,0.005207295844034783,0.023232405669359864,84.52768764372976,1.126655645372476,1.0637593546275241,148.7083930668112,101.35816109299631,0.5275748316312773,0.03318249999999989,0.0016098651769429484
2020-03-08 21:00:00,1.1351,1.14963,1.13356,1.144,237991,True,1.1435,1.1445,1.097854,1.1400261849591669,1.100121111111111,0.008262699523745365,0.0021249286826400962,0.006137770841105269,0.027603366658582307,89.56005604178941,1.136025890125974,1.0596821098740261,163.40147259781904,102.391522268366,0.6044500265471506,0.0461459999999998,0.003973815040833051
2020-03-09 21:00:00,1.144,1.14584,1.12749,1.12808,266055,True,1.12779,1.12838,1.0996815,1.1308368119136538,1.1008767567567568,0.008829769527806342,0.003465896851673345,0.005363872676132996,0.00966633252183868,64.76993157145785,1.1400169764966335,1.0593460235033665,114.31224630371044,101.30392614677251,0.352028815159407,0.028398499999999993,-0.002756811913653845
2020-03-10 21:00:00,1.12808,1.13667,1.12575,1.12697,200209,True,1.12681,1.12713,1.101663,1.1278623412108433,1.1015634210526315,0.009084883980813752,0.004589694277501426,0.004495189703312325,0.012042458421638638,63.35901736629488,1.1433178181834311,1.060008181816569,90.0020052731202,100.29814350047168,0.3037703812384693,0.02530699999999997,-0.0008923412108432505
2020-03-11 21:00:00,1.12697,1.13338,1.10554,1.11858,251527,True,1.11842,1.11873,1.103392,1.1207220787409637,1.1019997435897435,0.008511940786095185,0.005374143579220178,0.003137797206875006,-0.004485502216051828,53.2436457620161,1.1448299762765353,1.0619540237234646,50.88507029251198,99.13061973253927,0.18326184534982146,0.01518799999999998,-0.0021420787409638375
2020-03-12 21:00:00,1.11858,1.12213,1.1055,1.11054,192719,True,1.11004,1.11104,1.1047639999999999,1.1128897104786841,1.10221325,0.007324683972157686,0.00576425165780768,0.0015604323143500066,-0.01581899875043196,45.25486227628287,1.14517747841865,1.0643505215813498,26.360705547891996,97.07517482517484,0.07146130729166225,0.005776000000000225,-0.0023497104786840417
2020-03-15 21:00:00,1.10692,1.12367,1.10692,1.11827,259307,True,1.1179,1.11864,1.106502,1.1170283947258504,1.1026048780487805,0.006927663004290485,0.005996933927104241,0.0009307290771862443,-0.022491258741258575,53.06688653234422,1.1460473118387127,1.0669566881612875,33.37025831211195,99.13038082405504,0.14879134153747917,0.011768,0.0012416052741497374
2020-03-16 21:00:00,1.11827,1.11894,1.09548,1.0997,223099,True,1.09957,1.09984,1.107529,1.1036988603213502,1.1025357142857142,0.005056291442522065,0.005808805430187807,-0.0007525139876657415,-0.025157790227643494,38.02586212051581,1.1451021936358885,1.0699558063641115,-9.39140100011717,97.58023727339679,-0.10418331850985002,-0.007829000000000086,-0.003998860321350328
2020-03-17 21:00:00,1.0997,1.10453,1.08018,1.09158,247909,True,1.09108,1.09208,1.108076,1.0943766600741578,1.1022809302325582,0.002884746299341767,0.005223993604018599,-0.0023392473046768315,-0.031402788006779266,33.26837684697793,1.144295088540945,1.071856911459055,-57.39970049229149,97.58622539290887,-0.22772522259017697,-0.016496000000000066,-0.0027966600741577974
2020-03-18 21:00:00,1.09153,1.09817,1.06551,1.06926,302305,True,1.06901,1.0695,1.107615,1.0750561523248057,1.1015304545454545,-0.000629994155279423,0.004053196052158995,-0.004683190207438418,-0.04409161615619787,23.817367244037044,1.145611300373921,1.069618699626079,-108.27564896234831,96.28288940515425,-0.5047201914732352,-0.03835499999999992,-0.00579615232480557
2020-03-19 21:00:00,1.06922,1.08312,1.06377,1.06964,261510,True,1.06914,1.07014,1.10686,1.0708898813057244,1.1008217777777778,-0.0033462153757912727,0.002573313766568942,-0.0059195291423602145,-0.03682893007005615,24.24015556261567,1.147292136775225,1.066427863224775,-120.00913763172856,95.651318554553,-0.46027742989342607,-0.03722000000000003,-0.001249881305724454
2020-03-22 21:00:00,1.07077,1.08284,1.0636,1.07264,244301,True,1.07218,1.07309,1.1062210000000001,1.0722361264551672,1.1002091304347825,-0.005196859176753055,0.0010192791779045423,-0.006216138354657597,-0.0408040991889258,27.885792392357814,1.1484441350403019,1.0639978649596984,-110.38269036140461,97.53932890788398,-0.3976611396565795,-0.03358100000000008,0.00040387354483284454
2020-03-23 21:00:00,1.07264,1.0888,1.0723,1.07886,181210,True,1.07861,1.07912,1.1057575,1.0773314137973462,1.0997548936170212,-0.006091387976062013,-0.00040285425288876875,-0.005688533723173244,-0.018950622897153744,35.330549549235556,1.149007838057699,1.062507161942301,-84.87142299506606,98.8347166492607,-0.3109513267169945,-0.02689750000000002,0.0015285862026537256
2020-03-24 21:00:00,1.07886,1.0894,1.07605,1.08822,170729,True,1.08801,1.08842,1.1057665,1.0857072493378492,1.0995145833333333,-0.005976145434483104,-0.001517512489207636,-0.004458632945275469,-0.0030781069642170336,45.16060035733154,1.1490013866322701,1.06253161336773,-69.04967988681852,101.77318893440321,-0.20292061997571675,-0.01754650000000013,0.002512750662150731
2020-03-25 21:00:00,1.08822,1.10588,1.08702,1.10325,173865,True,1.10311,1.10339,1.1059240000000001,1.0992016729241192,1.0995908163265307,-0.0046187771134800215,-0.0021377654140621134,-0.002481011699417908,0.03178833959934905,57.21139657657159,1.149094873904569,1.0627531260954313,-24.52771725359089,103.14217867693804,-0.03096995448726682,-0.002674000000000065,0.004048327075880875
2020-03-26 21:00:00,1.10325,1.11476,1.09536,1.11415,169217,True,1.11365,1.11465,1.106493,1.110700386059412,1.099882,-0.0026331605985800977,-0.0022368444509657105,-0.00039631614761438715,0.04161213118432375,63.85736517207405,1.1497886417400665,1.0631973582599334,4.216439181397518,103.8698911097852,0.0884269142604498,0.007657000000000025,0.003449613940587959
2020-03-29 21:00:00,1.11194,1.11448,1.101,1.10464,135178,True,1.10426,1.10503,1.1060615,1.1060385506290953,1.099975294117647,-0.001806103094329936,-0.002150696179638556,0.0003445930853086198,0.029832935560859215,55.222627202627514,1.1492446274433596,1.0628783725566404,0.6157182625104494,102.38955934968395,-0.016458974652362197,-0.0014214999999999645,-0.0013985506290952188
2020-03-30 21:00:00,1.10464,1.10535,1.09267,1.10336,173820,True,1.10286,1.10386,1.1053655,1.1039781270682527,1.1000403846153846,-0.001239649458871117,-0.001968486835485068,0.0007288373766139509,0.022709155960921684,54.08681396236035,1.148234877845288,1.062496122154712,-16.92143434373594,101.39126279612579,-0.0233908223165471,-0.0020055000000001044,-0.0006181270682528162
2020-03-31 21:00:00,1.10336,1.10387,1.09028,1.09632,130418,True,1.09609,1.09655,1.1045035,1.0980872600926737,1.0999701886792452,-0.001343315135262202,-0.0018434524954404948,0.0005001373601782929,0.007443347852456301,47.84212361803356,1.147372412193238,1.0616345878067621,-25.846388344706092,99.3718558803535,-0.09544795495523405,-0.008183500000000121,-0.0017672600926736948
2020-04-01 21:00:00,1.09632,1.09684,1.08208,1.08576,133964,True,1.08545,1.08608,1.1026105000000002,1.0886047523290787,1.099707037037037,-0.002251619410095662,-0.0019250858783715285,-0.00032653353172413364,-0.015853161114887836,39.87411597928548,1.1452682357580073,1.059952764241993,-48.34154376490631,97.45186913790783,-0.19750813891753682,-0.0168505000000001,-0.002844752329078659
2020-04-02 21:00:00,1.0858,1.08648,1.07728,1.08056,110597,True,1.08006,1.08106,1.1002189999999998,1.0824164813067103,1.099358909090909,-0.0033524091478129847,-0.00221055053225982,-0.0011418586155531648,-0.030148543732890554,36.42704252616782,1.1421481331452934,1.0582898668547063,-63.61764606872426,97.82010428736963,-0.234431271591964,-0.01965899999999987,-0.0018564813067103447
2020-04-05 21:00:00,1.0809,1.08356,1.07684,1.0793,100143,True,1.07909,1.07951,1.096984,1.0800191879938563,1.0990007142857143,-0.004277159977673639,-0.002623872421342584,-0.0016532875563310553,-0.022939600231749836,35.5673829811154,1.1344350827051695,1.0595329172948305,-64.7575504304133,97.81938805104409,-0.2360946429668781,-0.017684000000000033,-0.0007191879938563961
2020-04-06 21:00:00,1.0793,1.09265,1.07836,1.08918,111064,True,1.08905,1.08932,1.0950389999999999,1.0870659664601208,1.0988284210526316,-0.0041647891466223275,-0.0029320557663985326,-0.001232733380223795,-0.012851653132250453,46.90432723525209,1.1296208716731906,1.0604571283268092,-35.256516500941736,99.34873029772329,-0.08471201407733484,-0.0058589999999998366,0.0021140335398792676
2020-04-07 21:00:00,1.08918,1.09021,1.08301,1.0857,98504,True,1.08538,1.08602,1.0929755,1.0860152230292588,1.0986020689655172,-0.004306894174754383,-0.0032070234480697027,-0.0010998707266846805,-0.009686952714535768,43.774087851853324,1.1243074083867848,1.0616435916132154,-32.113218158187465,99.99447391688771,-0.11610368430460312,-0.00727549999999999,-0.0003152230292586822
2020-04-08 21:00:00,1.0857,1.09518,1.0841,1.09293,112281,True,1.09283,1.09303,1.091693,1.0913342822375212,1.0985059322033897,-0.0037923964711568114,-0.0033240980526871244,-0.0004682984184696871,0.006603669319186467,51.52864130228421,1.1206195342403455,1.0627664657596545,-5.728996341362142,101.14477678240912,0.021381752644853952,0.0012369999999999326,0.0015957177624787988
2020-04-09 21:00:00,1.09293,1.0953,1.09198,1.09357,16319,True,1.09307,1.09407,1.0908445,1.0930540651317358,1.0984236666666667,-0.003295027655276561,-0.0033182839732050122,2.325631792845107e-05,0.012040053305693313,52.201958901005746,1.1184066804003427,1.0632823195996572,14.754330980549582,101.32215324747523,0.04944275018180425,0.0027254999999999363,0.0005159348682641784
2020-04-12 21:00:00,1.0949,1.09679,1.08926,1.09111,59415,True,1.09061,1.09161,1.0894865,1.091558630415016,1.098303770491803,-0.003064040376107968,-0.0032674352537856036,0.0002033948776776354,0.01094227740201992,49.172532616031226,1.1138498877818852,1.0651231122181148,16.66350721860435,100.17719752474339,0.033318436962348784,0.0016235,-0.00044863041501597145
2020-04-13 21:00:00,1.09111,1.09872,1.09061,1.0981,90557,True,1.09785,1.09835,1.0894065,1.0965904531726962,1.0983004838709676,-0.002290542759937564,-0.003072056755015996,0.0007815139950784322,0.008189647257569951,57.29742517342938,1.1136388335757477,1.0651741664242522,42.73796264848957,101.14212029105644,0.179378101841186,0.008693500000000132,0.0015095468273038648
2020-04-14 21:00:00,1.0981,1.09911,1.08565,1.09106,92509,True,1.09062,1.09151,1.0893805,1.0923362584244685,1.0981855555555555,-0.002220018499291987,-0.0029016491038711943,0.0006816306045792074,0.004936907064566463,48.321086372714134,1.113604128721169,1.065156871278831,17.49535133143959,99.82890029553585,0.03466656501658069,0.001679499999999834,-0.001276258424468546
2020-04-15 21:00:00,1.09106,1.09112,1.08168,1.08395,99349,True,1.08367,1.08423,1.090115,1.0858852904056466,1.097963125,-0.0027066445799908134,-0.0028626481990951186,0.0001560036191043052,-0.008216445701005543,40.86137600585427,1.1125981675048828,1.067631832495117,-27.543533202574253,99.12031237140741,-0.13710256792467218,-0.006164999999999976,-0.0019352904056466613
2020-04-16 21:00:00,1.08395,1.08925,1.0812,1.08739,98481,True,1.08689,1.08789,1.0910024999999999,1.08704275932438,1.0978004615384616,-0.0027826434229318853,-0.0028466472438624718,6.40038209305865e-05,-0.0056512157429335595,45.55372392236912,1.1113858666709424,1.0706191333290573,-32.50398707007997,99.65906278926965,-0.08861391884662477,-0.0036124999999997964,0.0003472406756199753
2020-04-19 21:00:00,1.0871,1.08968,1.08412,1.0863,76672,True,1.0862,1.08641,1.0916855,1.086471405997934,1.0976262121212121,-0.002897427206741021,-0.0028568032364381817,-4.0623970302839426e-05,-0.004408354794658633,44.26950340929625,1.1103184651000866,1.0730525348999136,-35.568526159449426,98.92541662872235,-0.14451537828445357,-0.005385500000000043,-0.00017140599793386002
2020-04-20 21:00:00,1.0863,1.08804,1.08165,1.08578,94433,True,1.08548,1.08609,1.0920315,1.0859395552302926,1.0974494029850748,-0.002995819889705542,-0.002884606567091654,-0.00011121332261388806,-0.011219378927238054,43.59301957600676,1.1099031314750203,1.0741598685249798,-52.24422503099714,99.51606694407275,-0.17490009260592687,-0.0062515000000000764,-0.00015955523029265173
2020-04-21 21:00:00,1.08578,1.08854,1.08032,1.08236,66606,True,1.08226,1.08246,1.0917385000000002,1.0831860512069906,1.0972275,-0.00331158828929623,-0.0029700029115325697,-0.00034158537776366035,-0.007973896944255982,39.06310322621624,1.1100597310262106,1.0734172689737898,-63.64335958773005,99.85331426726324,-0.25594622944777196,-0.009378500000000178,-0.0008260512069906412
2020-04-22 21:00:00,1.0823,1.08468,1.07562,1.07777,104725,True,1.07756,1.07798,1.0904645,1.0790198579708439,1.0969455072463767,-0.0038874001318329743,-0.003153482355592651,-0.0007339177762403235,-0.005701369989390723,33.64842710959934,1.1089581034176255,1.0719708965823744,-90.05403752663383,99.11531281325006,-0.34321326442799766,-0.012694500000000053,-0.0012498579708439816
2020-04-23 21:00:00,1.0777,1.08298,1.07272,1.08232,85765,True,1.08182,1.08282,1.088873,1.0815584287625024,1.0967365714285713,-0.003931270947132637,-0.0033090400739006483,-0.0006222308732319885,-0.004662540578817287,42.72852858017275,1.1039464064881794,1.0737995935118205,-87.15619479146822,99.63361870569824,-0.2173695775118546,-0.006553000000000031,0.0007615712374975381
2020-04-26 21:00:00,1.08228,1.08604,1.08114,1.08288,73064,True,1.08268,1.08307,1.087785,1.082575022022116,1.0965414084507041,-0.003876169495334647,-0.003422465958187448,-0.00045370353714719886,-0.0031483015741507673,43.82032887928038,1.10110596803816,1.07446403196184,-47.898807594001646,99.73291090276116,-0.1841082414562053,-0.004904999999999937,0.0003049779778840911
2020-04-27 21:00:00,1.08288,1.08886,1.08096,1.08201,77732,True,1.08187,1.08215,1.0867175000000002,1.0821403896974113,1.0963395833333331,-0.003858227679876425,-0.003509618302525244,-0.00034860937735118084,-0.0034721582641051144,42.37233605983143,1.0980577661715727,1.0753772338284278,-36.88049873287365,99.96766325437008,-0.207556856637147,-0.004707500000000309,-0.00013038969741141493
2020-04-28 21:00:00,1.08208,1.08858,1.08189,1.08758,83074,True,1.08708,1.08808,1.0862805,1.0863247053147873,1.0962195890410957,-0.00335587181101471,-0.0034788690042231373,0.00012299719320842725,0.004822794633948042,53.679378089797346,1.0966988471262054,1.0758621528737946,-4.177524062819109,100.91021275411268,0.06236593887006143,0.001299500000000009,0.0012552946852126823
2020-04-29 21:00:00,1.08758,1.09725,1.0833,1.0952,117964,True,1.09506,1.09534,1.0867524999999998,1.0931518550726433,1.0962058108108108,-0.002316181351809554,-0.003246331473740421,0.0009301501219308667,0.016172281655640868,64.63311844855892,1.0979013038064982,1.0756036961935014,74.44775562530168,101.1900362184936,0.378852303198496,0.008447500000000163,0.00204814492735661
2020-04-30 21:00:00,1.09548,1.10192,1.09346,1.09794,71075,True,1.09744,1.09844,1.0876215,1.0968350434783023,1.0962289333333333,-0.0012566383270553594,-0.0028483928444034087,0.0015917545173480493,0.014431960972725227,67.79307307651592,1.0994279661587578,1.0758150338412422,131.30398831503845,101.39073581560282,0.4369851173607032,0.010318499999999897,0.0011049565216976198
2020-05-03 21:00:00,1.09715,1.09749,1.08958,1.09054,79410,True,1.09004,1.09104,1.0881835,1.0919927023411469,1.0961540789473685,-0.0010025047512274288,-0.0024792152257682126,0.0014767104745407838,0.007073729314420804,53.02845767842317,1.0993762462882744,1.0769907537117256,59.65943588700415,100.78834761231413,0.1052690706689557,0.0023565000000000946,-0.0014527023411468054
2020-05-04 21:00:00,1.09089,1.09258,1.08261,1.08376,74242,True,1.08358,1.08395,1.0879124999999998,1.0856598543864184,1.095993116883117,-0.001332827394083358,-0.002249937659431242,0.0009171102653478839,0.0016173602831768103,43.104120953483715,1.099264976891804,1.0765600231081958,-20.85531805969964,99.64876147042058,-0.18288960372153149,-0.004152499999999781,-0.001899854386418376
2020-05-05 21:00:00,1.08435,1.0846,1.0782,1.07956,78416,True,1.0794,1.07972,1.0876055,1.0809676587045582,1.095782435897436,-0.0019114810043656671,-0.002182246328418127,0.00027076532405245985,-0.007374170175986977,38.018386502616835,1.0995276871448065,1.0756833128551935,-85.14900159158802,98.57195032870709,-0.3374171157640593,-0.008045499999999928,-0.0014076587045581679
2020-05-06 21:00:00,1.07942,1.08342,1.07667,1.08324,89541,True,1.08309,1.08338,1.087121,1.0827156135472058,1.095623670886076,-0.0020494975821725436,-0.0021556965791690104,0.00010619899699646678,-0.010920379839298732,44.62386064924537,1.0989190424781312,1.0753229575218688,-73.27801179599211,98.6611290234439,-0.16447643781558782,-0.0038810000000000233,0.0005243864527941788
2020-05-07 21:00:00,1.08324,1.08755,1.08151,1.08384,63094,True,1.08334,1.08434,1.0866345000000002,1.0835805262032014,1.095476375,-0.0020864108829361516,-0.0021418394399224387,5.5428556986287115e-05,-0.012842231815946228,45.712274609433095,1.0981109041223265,1.0751580958776739,-30.04495279883714,99.38562546995065,-0.12174980813736799,-0.002794500000000255,0.0002594737967984706
2020-05-10 21:00:00,1.08323,1.08506,1.08008,1.0807,76724,True,1.08046,1.08094,1.0861139999999998,1.0813647368161234,1.095293950617284,-0.0023420391284585396,-0.002181879377629659,-0.0001601597508288804,-0.009023052799530572,40.86248890767021,1.0976796667953495,1.0745483332046502,-53.72631767608033,99.71764966413228,-0.23405481481520296,-0.005413999999999808,-0.0006647368161234457
2020-05-11 21:00:00,1.08064,1.08852,1.07845,1.08474,80891,True,1.08464,1.08485,1.085446,1.0839610931114132,1.095165243902439,-0.002193348561520425,-0.0021841732144078124,-9.17534711261268e-06,0.0009042592455894117,48.909418258027294,1.0955473941716243,1.0753446058283755,-23.562828884715774,100.47982511393529,-0.034945671261056445,-0.0007059999999998734,0.0007789068885868389
2020-05-12 21:00:00,1.08479,1.08965,1.08116,1.08186,90827,True,1.08176,1.08196,1.084986,1.0823448676410954,1.095004939759036,-0.0022816012676345476,-0.0022036588250531597,-7.794244258138789e-05,0.0021304976101374344,43.986265958260105,1.0948459848403858,1.0751260151596143,-14.376359628940888,99.87260440899524,-0.1585195134984439,-0.003125999999999962,-0.0004848676410953434
2020-05-13 21:00:00,1.08186,1.0824,1.0775,1.08046,82259,True,1.08036,1.08057,1.0848115,1.0808949694556373,1.0948317857142857,-0.0024364248833350644,-0.002250212036709541,-0.00018621284662552343,-0.0025663749492263995,41.635558305728395,1.0948702124319905,1.0747527875680096,-68.7913542263454,99.68814585178625,-0.2163050206187767,-0.004351500000000064,-0.00043496945563736844
