Date,Price,Open,High,Low,Change %,diff_1,label
2013-02-27,1.3139,1.306,1.3148,1.3041,0.59%,0.00770000000000004,2.0
2013-02-28,1.3056,1.3138,1.3163,1.3051,-0.63%,-0.008299999999999974,1.0
2013-03-01,1.3022,1.3055,1.3102,1.2967,-0.26%,-0.0034000000000000696,1.0
2013-03-04,1.3026,1.3018,1.3032,1.2982,0.03%,0.00039999999999995595,0.0
2013-03-05,1.3051,1.3026,1.3077,1.3009,0.19%,0.0024999999999999467,2.0
2013-03-06,1.2967,1.3053,1.3072,1.2963,-0.64%,-0.008399999999999963,1.0
2013-03-07,1.3106,1.2967,1.3121,1.2967,1.07%,0.013900000000000023,2.0
2013-03-08,1.3006,1.3107,1.3136,1.2957,-0.76%,-0.010000000000000009,1.0
2013-03-11,1.3045,1.2999,1.3054,1.298,0.30%,0.0039000000000000146,2.0
2013-03-12,1.3034,1.3044,1.3076,1.2992,-0.08%,-0.001100000000000101,0.0
2013-03-13,1.2961,1.3034,1.3065,1.2923,-0.56%,-0.007299999999999862,1.0
2013-03-14,1.3005,1.2961,1.3033,1.2911,0.34%,0.0043999999999999595,2.0
2013-03-15,1.3076,1.3005,1.3109,1.2999,0.55%,0.007100000000000106,2.0
2013-03-18,1.2956,1.2959,1.2997,1.2882,-0.92%,-0.01200000000000001,1.0
2013-03-19,1.2883,1.2957,1.2971,1.2845,-0.56%,-0.007300000000000084,1.0
2013-03-20,1.2933,1.2881,1.2978,1.2854,0.39%,0.004999999999999893,2.0
2013-03-21,1.2898,1.2932,1.2956,1.288,-0.27%,-0.0034999999999998366,1.0
2013-03-22,1.2988,1.2898,1.3011,1.2889,0.70%,0.008999999999999897,2.0
2013-03-25,1.2852,1.2972,1.3049,1.283,-1.05%,-0.013600000000000056,1.0
2013-03-26,1.2861,1.2852,1.289,1.2828,0.07%,0.0009000000000001229,0.0
2013-03-27,1.278,1.2862,1.2868,1.275,-0.63%,-0.008099999999999996,1.0
2013-03-28,1.2816,1.278,1.2845,1.2755,0.28%,0.0036000000000000476,2.0
2013-03-29,1.282,1.2816,1.2839,1.2793,0.03%,0.00039999999999995595,0.0
2013-04-01,1.2849,1.2814,1.2868,1.2771,0.23%,0.0028999999999999027,2.0
2013-04-02,1.282,1.2847,1.2879,1.2809,-0.23%,-0.0028999999999999027,1.0
2013-04-03,1.2851,1.282,1.2865,1.279,0.24%,0.0030999999999998806,2.0
2013-04-04,1.2936,1.2849,1.295,1.2746,0.66%,0.008500000000000174,2.0
2013-04-05,1.299,1.2936,1.3041,1.29,0.42%,0.005399999999999849,2.0
2013-04-08,1.3009,1.2975,1.3039,1.2963,0.15%,0.0019000000000000128,0.0
2013-04-09,1.3082,1.3008,1.3104,1.3004,0.56%,0.007300000000000084,2.0
2013-04-10,1.307,1.3082,1.3123,1.3052,-0.09%,-0.0012000000000000899,0.0
2013-04-11,1.3103,1.3069,1.3139,1.3044,0.25%,0.0033000000000000806,2.0
2013-04-12,1.3112,1.3098,1.3127,1.3037,0.07%,0.0008999999999999009,0.0
2013-04-15,1.3036,1.3134,1.3135,1.3023,-0.58%,-0.007599999999999829,1.0
2013-04-16,1.3178,1.3034,1.3203,1.3028,1.09%,0.01419999999999999,2.0
2013-04-17,1.303,1.3177,1.3203,1.3003,-1.12%,-0.014800000000000146,1.0
2013-04-18,1.3052,1.3031,1.3098,1.3022,0.17%,0.0021999999999999797,2.0
2013-04-19,1.3052,1.305,1.3129,1.3046,0.00%,0.0,0.0
2013-04-22,1.3067,1.3079,1.3094,1.3015,0.11%,0.0015000000000000568,0.0
2013-04-23,1.2999,1.3066,1.3085,1.2973,-0.52%,-0.006799999999999917,1.0
2013-04-24,1.3016,1.2998,1.3035,1.2955,0.13%,0.0017000000000000348,0.0
2013-04-25,1.3013,1.3013,1.3094,1.2989,-0.02%,-0.000300000000000189,0.0
2013-04-26,1.3028,1.3013,1.3049,1.2992,0.12%,0.0015000000000000568,0.0
2013-04-29,1.31,1.3032,1.3117,1.3028,0.55%,0.007200000000000095,2.0
2013-04-30,1.3167,1.3098,1.3186,1.3056,0.51%,0.006699999999999928,2.0
2013-05-01,1.318,1.3169,1.3245,1.3161,0.10%,0.0013000000000000789,0.0
2013-05-02,1.3064,1.318,1.3216,1.3037,-0.88%,-0.011600000000000055,1.0
2013-05-03,1.3115,1.3065,1.316,1.3035,0.39%,0.0051000000000001044,2.0
2013-05-06,1.3076,1.3115,1.3143,1.3054,-0.30%,-0.0039000000000000146,1.0
2013-05-07,1.3079,1.3075,1.3133,1.3068,0.02%,0.00029999999999996696,0.0
2013-05-08,1.3152,1.3079,1.3196,1.3072,0.56%,0.007299999999999862,2.0
2013-05-09,1.3043,1.3154,1.318,1.3011,-0.83%,-0.01089999999999991,1.0
2013-05-10,1.2993,1.3042,1.3051,1.2936,-0.38%,-0.0050000000000001155,1.0
2013-05-13,1.2976,1.2957,1.2999,1.2942,-0.13%,-0.0016999999999998128,0.0
2013-05-14,1.292,1.2976,1.303,1.2916,-0.43%,-0.005600000000000049,1.0
2013-05-15,1.2887,1.2919,1.2943,1.2843,-0.26%,-0.0033000000000000806,1.0
2013-05-16,1.2882,1.2886,1.293,1.2846,-0.04%,-0.0004999999999999449,0.0
2013-05-17,1.2839,1.2881,1.289,1.2796,-0.33%,-0.0042999999999999705,1.0
2013-05-20,1.2883,1.2811,1.2902,1.2803,0.34%,0.0043999999999999595,2.0
2013-05-21,1.2906,1.2883,1.2934,1.2841,0.18%,0.0022999999999999687,2.0
2013-05-22,1.2858,1.2906,1.3,1.2833,-0.37%,-0.0047999999999999154,1.0
2013-05-23,1.2936,1.2857,1.2956,1.2821,0.61%,0.007800000000000029,2.0
2013-05-24,1.2932,1.2938,1.2998,1.2906,-0.03%,-0.000400000000000178,0.0
2013-05-27,1.2932,1.2928,1.2951,1.2917,0.00%,0.0,0.0
2013-05-28,1.2856,1.2929,1.2951,1.2849,-0.59%,-0.007599999999999829,1.0
2013-05-29,1.2941,1.2857,1.298,1.284,0.66%,0.008499999999999952,2.0
2013-05-30,1.305,1.294,1.3063,1.2934,0.84%,0.01089999999999991,2.0
2013-05-31,1.2999,1.3053,1.3063,1.2947,-0.39%,-0.005099999999999882,1.0
2013-06-03,1.3076,1.2983,1.3108,1.2955,0.59%,0.00770000000000004,2.0
2013-06-04,1.3081,1.3077,1.3104,1.3043,0.04%,0.0004999999999999449,0.0
2013-06-05,1.3094,1.3081,1.3115,1.3053,0.10%,0.0012999999999998568,0.0
2013-06-06,1.3247,1.3095,1.3306,1.3075,1.17%,0.015300000000000091,2.0
2013-06-07,1.3223,1.3246,1.3285,1.3191,-0.18%,-0.0023999999999999577,1.0
2013-06-10,1.3257,1.3207,1.327,1.3177,0.26%,0.0034000000000000696,2.0
2013-06-11,1.3315,1.3257,1.3318,1.3232,0.44%,0.005799999999999805,2.0
2013-06-12,1.3337,1.3314,1.3361,1.3266,0.17%,0.002200000000000202,2.0
2013-06-13,1.3375,1.3336,1.3391,1.3278,0.28%,0.0037999999999998035,2.0
2013-06-14,1.3347,1.3375,1.3376,1.3294,-0.21%,-0.0027999999999999137,1.0
2013-06-17,1.3369,1.3342,1.3382,1.3317,0.16%,0.0021999999999999797,2.0
2013-06-18,1.3394,1.3368,1.3416,1.3325,0.19%,0.0024999999999999467,2.0
2013-06-19,1.3295,1.3392,1.3415,1.326,-0.74%,-0.00990000000000002,1.0
2013-06-20,1.322,1.3296,1.3303,1.3163,-0.56%,-0.00749999999999984,1.0
2013-06-21,1.3123,1.3219,1.3254,1.3099,-0.73%,-0.009700000000000042,1.0
2013-06-24,1.3119,1.3117,1.3146,1.306,-0.03%,-0.00039999999999995595,0.0
2013-06-25,1.3085,1.3118,1.3151,1.3064,-0.26%,-0.0034000000000000696,1.0
2013-06-26,1.3012,1.3081,1.3088,1.2984,-0.56%,-0.007300000000000084,1.0
2013-06-27,1.3037,1.3013,1.3058,1.3001,0.19%,0.0025000000000001688,2.0
2013-06-28,1.301,1.3037,1.3105,1.2992,-0.21%,-0.0027000000000001467,1.0
2013-07-01,1.3064,1.3006,1.3067,1.3001,0.42%,0.005400000000000071,2.0
2013-07-02,1.2979,1.3065,1.308,1.2964,-0.65%,-0.008499999999999952,1.0
2013-07-03,1.3009,1.2978,1.3032,1.2923,0.23%,0.0029999999999998916,2.0
2013-07-04,1.2913,1.3009,1.3024,1.2883,-0.74%,-0.009600000000000053,1.0
2013-07-05,1.2832,1.2913,1.2918,1.2807,-0.63%,-0.008099999999999996,1.0
2013-07-08,1.287,1.2825,1.2883,1.2809,0.30%,0.0038000000000000256,2.0
2013-07-09,1.2781,1.287,1.2899,1.2755,-0.69%,-0.008899999999999908,1.0
2013-07-10,1.2976,1.2781,1.2985,1.2765,1.53%,0.019500000000000073,2.0
2013-07-11,1.3096,1.298,1.3204,1.2965,0.92%,0.01200000000000001,2.0
2013-07-12,1.3068,1.3097,1.3103,1.3,-0.21%,-0.0028000000000001357,1.0
2013-07-15,1.3062,1.3066,1.3085,1.2994,-0.05%,-0.0005999999999999339,0.0
2013-07-16,1.3162,1.3062,1.3175,1.3052,0.77%,0.010000000000000009,2.0
2013-07-17,1.3125,1.3161,1.3177,1.3084,-0.28%,-0.0037000000000000366,1.0
2013-07-18,1.311,1.3125,1.3128,1.3066,-0.11%,-0.0015000000000000568,0.0
2013-07-19,1.3142,1.311,1.3154,1.3087,0.24%,0.0032000000000000917,2.0
2013-07-22,1.3186,1.3142,1.322,1.3131,0.33%,0.0043999999999999595,2.0
2013-07-23,1.3224,1.3186,1.3241,1.3165,0.29%,0.0038000000000000256,2.0
2013-07-24,1.3201,1.3222,1.3256,1.3176,-0.17%,-0.0022999999999999687,1.0
2013-07-25,1.3277,1.3199,1.3296,1.3165,0.58%,0.007600000000000051,2.0
2013-07-26,1.3279,1.3277,1.3297,1.3252,0.02%,0.00019999999999997797,0.0
2013-07-29,1.3262,1.3276,1.3297,1.3241,-0.13%,-0.0017000000000000348,0.0
2013-07-30,1.3263,1.3262,1.3302,1.3234,0.01%,9.999999999998899e-05,0.0
2013-07-31,1.3302,1.3264,1.3346,1.3215,0.29%,0.0039000000000000146,2.0
2013-08-01,1.3207,1.3301,1.3311,1.3197,-0.71%,-0.009500000000000064,1.0
2013-08-02,1.3283,1.3207,1.3295,1.319,0.58%,0.007600000000000051,2.0
2013-08-05,1.3258,1.3274,1.3302,1.3232,-0.19%,-0.0024999999999999467,1.0
2013-08-06,1.3306,1.3258,1.3325,1.3245,0.36%,0.0047999999999999154,2.0
2013-08-07,1.3337,1.3307,1.3347,1.3266,0.23%,0.0031000000000001027,2.0
2013-08-08,1.3382,1.3338,1.3403,1.3329,0.34%,0.0044999999999999485,2.0
2013-08-09,1.3343,1.338,1.3391,1.3333,-0.29%,-0.0039000000000000146,1.0
2013-08-12,1.33,1.334,1.3346,1.3278,-0.32%,-0.0042999999999999705,1.0
2013-08-13,1.3262,1.3299,1.3317,1.3233,-0.29%,-0.0038000000000000256,1.0
2013-08-14,1.3256,1.3262,1.3279,1.3239,-0.05%,-0.000600000000000156,0.0
2013-08-15,1.3348,1.3256,1.3365,1.3207,0.69%,0.009200000000000097,2.0
2013-08-16,1.3329,1.3346,1.338,1.331,-0.14%,-0.0019000000000000128,0.0
2013-08-19,1.3335,1.3328,1.3376,1.3316,0.05%,0.0005999999999999339,0.0
2013-08-20,1.3417,1.3336,1.3453,1.3323,0.61%,0.008199999999999985,2.0
2013-08-21,1.3357,1.3416,1.3428,1.3335,-0.45%,-0.005999999999999783,1.0
2013-08-22,1.3356,1.3355,1.3375,1.3299,-0.01%,-0.00010000000000021103,0.0
2013-08-23,1.3382,1.3356,1.341,1.3333,0.19%,0.0026000000000001577,2.0
2013-08-26,1.3369,1.3382,1.3394,1.3356,-0.10%,-0.0013000000000000789,0.0
2013-08-27,1.3393,1.3368,1.34,1.3324,0.18%,0.0023999999999999577,2.0
2013-08-28,1.334,1.3393,1.3399,1.3306,-0.40%,-0.00529999999999986,1.0
2013-08-29,1.3241,1.3339,1.3344,1.3219,-0.74%,-0.00990000000000002,1.0
2013-08-30,1.3222,1.3243,1.3256,1.3175,-0.14%,-0.0019000000000000128,0.0
2013-09-02,1.3192,1.3234,1.3238,1.3184,-0.23%,-0.0030000000000001137,1.0
2013-09-03,1.317,1.3191,1.3198,1.3138,-0.17%,-0.0021999999999999797,1.0
2013-09-04,1.3209,1.3171,1.322,1.3156,0.30%,0.0039000000000000146,2.0
2013-09-05,1.312,1.3207,1.3223,1.311,-0.67%,-0.008899999999999908,1.0
2013-09-06,1.318,1.3119,1.3189,1.3104,0.46%,0.006000000000000005,2.0
2013-09-09,1.3255,1.3169,1.3281,1.3159,0.57%,0.00749999999999984,2.0
2013-09-10,1.3268,1.3255,1.3276,1.323,0.10%,0.0013000000000000789,0.0
2013-09-11,1.3312,1.327,1.3327,1.3245,0.33%,0.0043999999999999595,2.0
2013-09-12,1.3299,1.331,1.3326,1.3261,-0.10%,-0.0012999999999998568,0.0
2013-09-13,1.3294,1.3299,1.3323,1.3255,-0.04%,-0.000500000000000167,0.0
2013-09-16,1.3334,1.3306,1.3386,1.3296,0.30%,0.0040000000000000036,2.0
2013-09-17,1.3359,1.3334,1.3371,1.3326,0.19%,0.0025000000000001688,2.0
2013-09-18,1.3522,1.3359,1.3542,1.3338,1.22%,0.01629999999999998,2.0
2013-09-19,1.353,1.3521,1.3569,1.35,0.06%,0.0007999999999999119,0.0
2013-09-20,1.3524,1.3531,1.355,1.3498,-0.04%,-0.0005999999999999339,0.0
2013-09-23,1.3493,1.3546,1.3556,1.3479,-0.23%,-0.0031000000000001027,1.0
2013-09-24,1.3474,1.3493,1.3519,1.3464,-0.14%,-0.0019000000000000128,0.0
2013-09-25,1.3526,1.3473,1.3538,1.3461,0.39%,0.0052000000000000934,2.0
2013-09-26,1.3489,1.3526,1.3529,1.3471,-0.27%,-0.0037000000000000366,1.0
2013-09-27,1.3522,1.3487,1.3565,1.3473,0.24%,0.0033000000000000806,2.0
2013-09-30,1.3526,1.348,1.3557,1.3468,0.03%,0.00039999999999995595,0.0
2013-10-01,1.3526,1.3528,1.359,1.3517,0.00%,0.0,0.0
2013-10-02,1.3579,1.3527,1.3609,1.3509,0.39%,0.005300000000000082,2.0
2013-10-03,1.3618,1.3577,1.3646,1.3576,0.29%,0.0038999999999997925,2.0
2013-10-04,1.3558,1.3618,1.3632,1.3538,-0.44%,-0.006000000000000005,1.0
2013-10-07,1.3582,1.3556,1.3592,1.3542,0.18%,0.0024000000000001798,2.0
2013-10-08,1.3573,1.3583,1.3609,1.3558,-0.07%,-0.0009000000000001229,0.0
2013-10-09,1.3524,1.3573,1.3605,1.3486,-0.36%,-0.004899999999999904,1.0
2013-10-10,1.352,1.3524,1.3546,1.3488,-0.03%,-0.00039999999999995595,0.0
2013-10-11,1.3542,1.3519,1.3582,1.3517,0.16%,0.0021999999999999797,2.0
2013-10-14,1.3561,1.3544,1.3598,1.3542,0.14%,0.0019000000000000128,0.0
2013-10-15,1.3523,1.3561,1.3571,1.3479,-0.28%,-0.0038000000000000256,1.0
2013-10-16,1.3535,1.3523,1.3567,1.3472,0.09%,0.0011999999999998678,0.0
2013-10-17,1.3676,1.3535,1.3681,1.3514,1.04%,0.014100000000000001,2.0
2013-10-18,1.3685,1.3674,1.3704,1.3659,0.07%,0.0009000000000001229,0.0
2013-10-21,1.3683,1.3687,1.3691,1.3651,-0.01%,-0.00019999999999997797,0.0
2013-10-22,1.3781,1.3683,1.3794,1.3662,0.72%,0.009800000000000031,2.0
2013-10-23,1.3777,1.3784,1.3794,1.3741,-0.03%,-0.000400000000000178,0.0
2013-10-24,1.38,1.3776,1.3826,1.3764,0.17%,0.0022999999999999687,2.0
2013-10-25,1.3805,1.3801,1.3833,1.3774,0.04%,0.000500000000000167,0.0
2013-10-28,1.3784,1.3803,1.3817,1.3775,-0.15%,-0.0020999999999999908,1.0
2013-10-29,1.3746,1.3784,1.3813,1.3735,-0.28%,-0.0038000000000000256,1.0
2013-10-30,1.3736,1.3745,1.3785,1.3696,-0.07%,-0.001000000000000112,0.0
2013-10-31,1.3584,1.3737,1.374,1.3577,-1.11%,-0.01519999999999988,1.0
2013-11-01,1.3487,1.3584,1.3592,1.3481,-0.71%,-0.009700000000000042,1.0
2013-11-04,1.3516,1.3489,1.3527,1.3443,0.22%,0.0028999999999999027,2.0
2013-11-05,1.3474,1.3514,1.3523,1.3449,-0.31%,-0.0041999999999999815,1.0
2013-11-06,1.3512,1.3476,1.355,1.3468,0.28%,0.0038000000000000256,2.0
2013-11-07,1.342,1.3514,1.3529,1.3296,-0.68%,-0.009199999999999875,1.0
2013-11-08,1.3371,1.342,1.3439,1.3317,-0.37%,-0.0049000000000001265,1.0
2013-11-11,1.3407,1.3361,1.3417,1.3344,0.27%,0.0036000000000000476,2.0
2013-11-12,1.3436,1.3407,1.3457,1.3359,0.22%,0.0028999999999999027,2.0
2013-11-13,1.3487,1.3436,1.3497,1.3392,0.38%,0.0051000000000001044,2.0
2013-11-14,1.3459,1.3489,1.3499,1.3419,-0.21%,-0.0027999999999999137,1.0
2013-11-15,1.3495,1.3458,1.3506,1.3432,0.27%,0.0035999999999998256,2.0
2013-11-18,1.3505,1.3502,1.3543,1.3475,0.07%,0.001000000000000112,0.0
2013-11-19,1.3539,1.3505,1.3549,1.3488,0.25%,0.0034000000000000696,2.0
2013-11-20,1.3439,1.3539,1.3579,1.3417,-0.74%,-0.010000000000000009,1.0
2013-11-21,1.3482,1.344,1.3487,1.3399,0.32%,0.0042999999999999705,2.0
2013-11-22,1.3558,1.3482,1.3558,1.3462,0.56%,0.007599999999999829,2.0
2013-11-25,1.3516,1.355,1.3561,1.3491,-0.31%,-0.0041999999999999815,1.0
2013-11-26,1.3572,1.3517,1.3575,1.3514,0.41%,0.005600000000000049,2.0
2013-11-27,1.3579,1.3571,1.3613,1.3557,0.05%,0.000700000000000145,0.0
2013-11-28,1.3605,1.358,1.3619,1.3563,0.19%,0.0025999999999999357,2.0
2013-11-29,1.359,1.3605,1.3622,1.3579,-0.11%,-0.0015000000000000568,0.0
2013-12-02,1.3542,1.359,1.3617,1.3525,-0.35%,-0.0047999999999999154,1.0
2013-12-03,1.359,1.354,1.3613,1.3523,0.35%,0.0047999999999999154,2.0
2013-12-04,1.3594,1.3589,1.3605,1.3528,0.03%,0.00039999999999995595,0.0
2013-12-05,1.3668,1.3594,1.3678,1.3542,0.54%,0.007400000000000073,2.0
2013-12-06,1.3706,1.3668,1.3708,1.363,0.28%,0.0038000000000000256,2.0
2013-12-09,1.3739,1.372,1.3747,1.3694,0.24%,0.0032999999999998586,2.0
2013-12-10,1.3761,1.3738,1.3797,1.3733,0.16%,0.002200000000000202,2.0
2013-12-11,1.3786,1.376,1.3811,1.3739,0.18%,0.0024999999999999467,2.0
2013-12-12,1.3755,1.3787,1.3804,1.3736,-0.22%,-0.0031000000000001027,1.0
2013-12-13,1.3743,1.3755,1.3771,1.371,-0.09%,-0.0011999999999998678,0.0
2013-12-16,1.3761,1.374,1.3799,1.3724,0.13%,0.0018000000000000238,0.0
2013-12-17,1.3768,1.3762,1.3784,1.3724,0.05%,0.0006999999999999229,0.0
2013-12-18,1.3685,1.377,1.3813,1.3675,-0.60%,-0.008299999999999974,1.0
2013-12-19,1.3663,1.3685,1.3695,1.3649,-0.16%,-0.0021999999999999797,1.0
2013-12-20,1.3672,1.3662,1.371,1.3624,0.07%,0.0008999999999999009,0.0
2013-12-23,1.3696,1.367,1.3717,1.3666,0.18%,0.0023999999999999577,2.0
2013-12-24,1.3684,1.3697,1.3704,1.3655,-0.09%,-0.0011999999999998678,0.0
2013-12-25,1.368,1.3684,1.371,1.3661,-0.03%,-0.00039999999999995595,0.0
2013-12-26,1.3691,1.3679,1.3702,1.3662,0.08%,0.0010999999999998789,0.0
2013-12-27,1.3742,1.3692,1.3893,1.3686,0.37%,0.0051000000000001044,2.0
2013-12-30,1.3805,1.3744,1.3821,1.3729,0.46%,0.006299999999999972,2.0
2013-12-31,1.3746,1.3803,1.3813,1.3742,-0.43%,-0.005900000000000016,1.0
2014-01-01,1.3754,1.3742,1.3769,1.3742,0.06%,0.0007999999999999119,0.0
2014-01-02,1.3672,1.3756,1.3777,1.363,-0.60%,-0.008199999999999985,1.0
2014-01-03,1.3588,1.3672,1.3674,1.3582,-0.61%,-0.008399999999999963,1.0
2014-01-06,1.3628,1.3589,1.3653,1.3571,0.29%,0.0040000000000000036,2.0
2014-01-07,1.3616,1.3627,1.3657,1.3596,-0.09%,-0.0012000000000000899,0.0
2014-01-08,1.3575,1.3617,1.3636,1.3554,-0.30%,-0.0040999999999999925,1.0
2014-01-09,1.3609,1.3577,1.3636,1.355,0.25%,0.0034000000000000696,2.0
2014-01-10,1.367,1.3609,1.3689,1.3577,0.45%,0.006099999999999994,2.0
2014-01-13,1.3672,1.3669,1.3685,1.3637,0.01%,0.00019999999999997797,0.0
2014-01-14,1.3679,1.367,1.3699,1.3648,0.05%,0.0006999999999999229,0.0
2014-01-15,1.3605,1.368,1.3684,1.3582,-0.54%,-0.007399999999999851,1.0
2014-01-16,1.362,1.3604,1.365,1.3582,0.11%,0.0015000000000000568,0.0
2014-01-17,1.3541,1.362,1.3623,1.3517,-0.58%,-0.007900000000000018,1.0
2014-01-20,1.3552,1.3543,1.357,1.3508,0.08%,0.0010999999999998789,0.0
2014-01-21,1.3561,1.3552,1.3571,1.3518,0.07%,0.0009000000000001229,0.0
2014-01-22,1.3548,1.3559,1.3584,1.3535,-0.10%,-0.0013000000000000789,0.0
2014-01-23,1.3695,1.3547,1.3699,1.353,1.09%,0.014699999999999935,2.0
2014-01-24,1.3678,1.3697,1.3741,1.3665,-0.12%,-0.0017000000000000348,0.0
2014-01-27,1.3672,1.3677,1.3718,1.3654,-0.04%,-0.0005999999999999339,0.0
2014-01-28,1.3669,1.3673,1.3689,1.3629,-0.02%,-0.00029999999999996696,0.0
2014-01-29,1.3663,1.3668,1.3685,1.3603,-0.04%,-0.0005999999999999339,0.0
2014-01-30,1.3556,1.3662,1.3666,1.3543,-0.78%,-0.010700000000000154,1.0
2014-01-31,1.3487,1.3557,1.357,1.348,-0.51%,-0.006899999999999906,1.0
2014-02-03,1.3525,1.3493,1.3536,1.3476,0.28%,0.0038000000000000256,2.0
2014-02-04,1.3519,1.3525,1.3539,1.3494,-0.04%,-0.0005999999999999339,0.0
2014-02-05,1.3533,1.3519,1.3555,1.3498,0.10%,0.0013999999999998458,0.0
2014-02-06,1.359,1.3533,1.3621,1.3485,0.42%,0.005700000000000038,2.0
2014-02-07,1.3635,1.359,1.3642,1.3553,0.33%,0.0044999999999999485,2.0
2014-02-10,1.3647,1.3634,1.3653,1.3609,0.09%,0.0012000000000000899,0.0
2014-02-11,1.3639,1.3648,1.3686,1.3631,-0.06%,-0.0008000000000001339,0.0
2014-02-12,1.3594,1.3639,1.3655,1.3563,-0.33%,-0.0044999999999999485,1.0
2014-02-13,1.3681,1.3594,1.3694,1.3586,0.64%,0.008700000000000152,2.0
2014-02-14,1.3693,1.3681,1.3718,1.3674,0.09%,0.0011999999999998678,0.0
2014-02-17,1.3708,1.3688,1.3725,1.3687,0.11%,0.0015000000000000568,0.0
2014-02-18,1.3758,1.3706,1.377,1.3694,0.36%,0.004999999999999893,2.0
2014-02-19,1.3733,1.3757,1.3774,1.3724,-0.18%,-0.0024999999999999467,1.0
2014-02-20,1.3718,1.3733,1.3763,1.3685,-0.11%,-0.0015000000000000568,0.0
2014-02-21,1.374,1.372,1.376,1.3704,0.16%,0.002200000000000202,2.0
2014-02-24,1.3735,1.3735,1.377,1.3708,-0.04%,-0.000500000000000167,0.0
2014-02-25,1.3746,1.3735,1.3767,1.3714,0.08%,0.001100000000000101,0.0
2014-02-26,1.3688,1.3744,1.3758,1.3661,-0.42%,-0.005800000000000027,1.0
2014-02-27,1.3709,1.3687,1.3727,1.3642,0.15%,0.0020999999999999908,2.0
2014-02-28,1.3803,1.3708,1.3824,1.3693,0.69%,0.009400000000000075,2.0
2014-03-03,1.3735,1.3786,1.3793,1.3725,-0.49%,-0.006800000000000139,1.0
2014-03-04,1.3744,1.3735,1.3782,1.372,0.07%,0.0009000000000001229,0.0
2014-03-05,1.3733,1.3742,1.3746,1.3706,-0.08%,-0.001100000000000101,0.0
2014-03-06,1.3861,1.3734,1.3874,1.3723,0.93%,0.012800000000000145,2.0
2014-03-07,1.3878,1.386,1.3917,1.3854,0.12%,0.0016999999999998128,0.0
2014-03-10,1.3877,1.3875,1.3898,1.3861,-0.01%,-9.999999999998899e-05,0.0
2014-03-11,1.3859,1.3874,1.388,1.3832,-0.13%,-0.0018000000000000238,0.0
2014-03-12,1.3904,1.3859,1.3914,1.3841,0.32%,0.0045000000000001705,2.0
2014-03-13,1.3869,1.3903,1.3968,1.3844,-0.25%,-0.0035000000000000586,1.0
2014-03-14,1.3914,1.3866,1.3937,1.3847,0.32%,0.0044999999999999485,2.0
2014-03-17,1.3922,1.3911,1.3949,1.3879,0.06%,0.0008000000000001339,0.0
2014-03-18,1.3934,1.3921,1.3942,1.388,0.09%,0.0011999999999998678,0.0
2014-03-19,1.3833,1.3933,1.3935,1.3809,-0.72%,-0.010099999999999998,1.0
2014-03-20,1.3779,1.3832,1.3845,1.3749,-0.39%,-0.005400000000000071,1.0
2014-03-21,1.3794,1.3779,1.3813,1.3767,0.11%,0.0015000000000000568,0.0
2014-03-24,1.3839,1.3792,1.3876,1.376,0.33%,0.0044999999999999485,2.0
2014-03-25,1.3827,1.3839,1.3848,1.375,-0.09%,-0.0011999999999998678,0.0
2014-03-26,1.3783,1.3827,1.3829,1.3777,-0.32%,-0.0043999999999999595,1.0
2014-03-27,1.374,1.3781,1.3798,1.3729,-0.31%,-0.0042999999999999705,1.0
2014-03-28,1.3753,1.374,1.3773,1.3705,0.09%,0.0012999999999998568,0.0
2014-03-31,1.3771,1.3755,1.3807,1.3734,0.13%,0.0018000000000000238,0.0
2014-04-01,1.3794,1.3769,1.3817,1.3767,0.17%,0.0022999999999999687,2.0
2014-04-02,1.3767,1.3792,1.3821,1.3752,-0.20%,-0.0026999999999999247,1.0
2014-04-03,1.372,1.3768,1.3807,1.3699,-0.34%,-0.0046999999999999265,1.0
2014-04-04,1.3703,1.3719,1.3732,1.3672,-0.12%,-0.0017000000000000348,0.0
2014-04-07,1.3741,1.3696,1.3749,1.3689,0.28%,0.0038000000000000256,2.0
2014-04-08,1.3796,1.3741,1.3813,1.3737,0.40%,0.005499999999999838,2.0
2014-04-09,1.3855,1.3794,1.3862,1.3779,0.43%,0.005900000000000016,2.0
2014-04-10,1.3888,1.3855,1.3899,1.3835,0.24%,0.0033000000000000806,2.0
2014-04-11,1.3885,1.3888,1.3907,1.3864,-0.02%,-0.00029999999999996696,0.0
2014-04-14,1.3821,1.3839,1.3866,1.381,-0.46%,-0.006399999999999961,1.0
2014-04-15,1.3814,1.3821,1.3835,1.379,-0.05%,-0.000700000000000145,0.0
2014-04-16,1.3816,1.3814,1.3852,1.3804,0.01%,0.00019999999999997797,0.0
2014-04-17,1.3815,1.3816,1.3866,1.381,-0.01%,-9.999999999998899e-05,0.0
2014-04-18,1.3815,1.3814,1.3825,1.3808,0.00%,0.0,0.0
2014-04-21,1.3792,1.3809,1.3832,1.3786,-0.17%,-0.0022999999999999687,1.0
2014-04-22,1.3805,1.3794,1.3826,1.3785,0.09%,0.0013000000000000789,0.0
2014-04-23,1.3817,1.3805,1.3855,1.38,0.09%,0.0011999999999998678,0.0
2014-04-24,1.3832,1.3819,1.3843,1.3792,0.11%,0.0015000000000000568,0.0
2014-04-25,1.3833,1.3832,1.385,1.3826,0.01%,9.999999999998899e-05,0.0
